LIB,VER,Z,SYM,A,M,MF,MT,LIBORIG,VERORIG
JEFF,3.2,7,,t,,18,1,JEFF,3.2
JEFF,3.2,73,Ta,180,m,6,17,JEFF,3.2
JEFF,3.2,72,Hf,181,g,4,53,JEFF,3.2
JEFF,3.2,74,W,183,g,4,54,JEFF,3.2
JEFF,3.2,74,W,186,g,3,28,JEFF,3.2
JEFF,3.2,74,W,184,g,4,67,JEFF,3.2
JEFF,3.2,7,,t,,18,1,JEFF,3.2
JEFF,3.2,73,Ta,180,m,6,22,JEFF,3.2
JEFF,3.2,74,W,183,g,4,55,JEFF,3.2
JEFF,3.2,74,W,184,g,4,68,JEFF,3.2
JEFF,3.2,73,Ta,180,m,6,24,JEFF,3.2
JEFF,3.2,72,Hf,181,g,4,54,JEFF,3.2
JEFF,3.2,74,W,182,g,6,16,JEFF,3.2
JEFF,3.2,74,W,186,g,3,51,JEFF,3.2
JEFF,3.2,7,,t,,18,1,JEFF,3.2
JEFF,3.2,74,W,183,g,4,56,JEFF,3.2
JEFF,3.2,74,W,182,g,6,17,JEFF,3.2
JEFF,3.2,72,Hf,181,g,4,55,JEFF,3.2
JEFF,3.2,74,W,182,g,6,22,JEFF,3.2
JEFF,3.2,73,Ta,180,m,6,25,JEFF,3.2
JEFF,3.2,74,W,182,g,6,24,JEFF,3.2
JEFF,3.2,7,,t,,18,1,JEFF,3.2
JEFF,3.2,74,W,186,g,3,52,JEFF,3.2
JEFF,3.2,72,Hf,181,g,4,56,JEFF,3.2
JEFF,3.2,74,W,183,g,4,57,JEFF,3.2
JEFF,3.2,73,Ta,180,m,6,28,JEFF,3.2
JEFF,3.2,7,,t,,18,1,JEFF,3.2
JEFF,3.2,74,W,183,g,4,61,JEFF,3.2
JEFF,3.2,74,W,186,g,3,53,JEFF,3.2
JEFF,3.2,74,W,183,g,4,58,JEFF,3.2
JEFF,3.2,74,W,184,g,6,5,JEFF,3.2
JEFF,3.2,74,W,182,g,6,41,JEFF,3.2
JEFF,3.2,72,Hf,181,g,4,57,JEFF,3.2
JEFF,3.2,74,W,183,g,4,62,JEFF,3.2
JEFF,3.2,73,Ta,180,m,6,29,JEFF,3.2
JEFF,3.2,72,Hf,181,g,4,58,JEFF,3.2
JEFF,3.2,74,W,186,g,3,54,JEFF,3.2
JEFF,3.2,74,W,183,g,4,59,JEFF,3.2
JEFF,3.2,7,,t,,18,1,JEFF,3.2
JEFF,3.2,74,W,182,g,6,28,JEFF,3.2
JEFF,3.2,74,W,182,g,6,103,JEFF,3.2
JEFF,3.2,73,Ta,180,m,6,32,JEFF,3.2
JEFF,3.2,74,W,186,g,3,55,JEFF,3.2
JEFF,3.2,74,W,183,g,4,63,JEFF,3.2
JEFF,3.2,7,,t,,18,1,JEFF,3.2
JEFF,3.2,72,Hf,181,g,4,59,JEFF,3.2
JEFF,3.2,74,W,184,g,6,16,JEFF,3.2
JEFF,3.2,74,W,183,g,4,64,JEFF,3.2
JEFF,3.2,74,W,182,g,6,104,JEFF,3.2
JEFF,3.2,74,W,186,g,3,56,JEFF,3.2
JEFF,3.2,72,Hf,181,g,4,61,JEFF,3.2
JEFF,3.2,73,Ta,180,m,6,33,JEFF,3.2
JEFF,3.2,7,,t,,18,1,JEFF,3.2
JEFF,3.2,74,W,186,g,3,57,JEFF,3.2
JEFF,3.2,74,W,182,g,6,91,JEFF,3.2
JEFF,3.2,74,W,184,g,6,24,JEFF,3.2
JEFF,3.2,74,W,184,g,6,17,JEFF,3.2
JEFF,3.2,74,W,182,g,6,105,JEFF,3.2
JEFF,3.2,73,Ta,180,m,6,34,JEFF,3.2
JEFF,3.2,7,,t,,18,1,JEFF,3.2
JEFF,3.2,74,W,182,g,6,106,JEFF,3.2
JEFF,3.2,72,Hf,181,g,4,62,JEFF,3.2
JEFF,3.2,74,W,184,g,6,22,JEFF,3.2
JEFF,3.2,7,,t,,18,1,JEFF,3.2
JEFF,3.2,73,Ta,180,m,6,37,JEFF,3.2
JEFF,3.2,72,Hf,181,g,4,63,JEFF,3.2
JEFF,3.2,74,W,186,g,3,58,JEFF,3.2
JEFF,3.2,74,W,182,g,12,16,JEFF,3.2
JEFF,3.2,7,,t,,18,1,JEFF,3.2
JEFF,3.2,74,W,183,g,6,5,JEFF,3.2
JEFF,3.2,74,W,182,g,6,107,JEFF,3.2
JEFF,3.2,74,W,186,g,3,59,JEFF,3.2
JEFF,3.2,73,Ta,180,m,6,41,JEFF,3.2
JEFF,3.2,72,Hf,181,g,4,64,JEFF,3.2
JEFF,3.2,74,W,182,g,12,17,JEFF,3.2
JEFF,3.2,74,W,184,g,6,103,JEFF,3.2
JEFF,3.2,73,Ta,180,m,6,42,JEFF,3.2
JEFF,3.2,7,,t,,18,1,JEFF,3.2
JEFF,3.2,74,W,184,g,6,28,JEFF,3.2
JEFF,3.2,74,W,186,g,3,61,JEFF,3.2
JEFF,3.2,74,W,186,g,3,63,JEFF,3.2
JEFF,3.2,74,W,186,g,3,64,JEFF,3.2
JEFF,3.2,72,Hf,181,g,4,65,JEFF,3.2
JEFF,3.2,74,W,184,g,6,104,JEFF,3.2
JEFF,3.2,73,Ta,180,m,6,44,JEFF,3.2
JEFF,3.2,72,Hf,181,g,4,66,JEFF,3.2
JEFF,3.2,74,W,186,g,3,62,JEFF,3.2
JEFF,3.2,7,,t,,18,1,JEFF,3.2
JEFF,3.2,73,Ta,180,m,6,45,JEFF,3.2
JEFF,3.2,74,W,186,g,3,65,JEFF,3.2
JEFF,3.2,74,W,184,g,6,91,JEFF,3.2
JEFF,3.2,76,Os,184,g,33,112,JEFF,3.2
JEFF,3.2,7,,t,,18,1,JEFF,3.2
JEFF,3.2,74,W,182,g,12,24,JEFF,3.2
JEFF,3.2,72,Hf,181,g,4,67,JEFF,3.2
JEFF,3.2,74,W,184,g,6,105,JEFF,3.2
JEFF,3.2,74,W,184,g,6,106,JEFF,3.2
JEFF,3.2,74,W,186,g,3,66,JEFF,3.2
JEFF,3.2,74,W,182,g,12,28,JEFF,3.2
JEFF,3.2,74,W,182,g,12,22,JEFF,3.2
